4117868952486461	1
4126101586242226	1
4130516007157600	1
4130635217775228	1
4130835869482948	1
4130985703108489	1
4131348875276004	1
4131688336411876	1
4131688353714701	1
4132623754328245	1
4132761347932187	1
4134257703819865	1
4134830562430435	1
4134837227022103	1
4134846139483054	1
4136363311633736	1
4137753090128956	1
4137800490022979	1
4137828881196885	1
4138386962407117	1
4139219276075055	1
4139296883523255	1
4139568238103496	1
4140780539382412	1
4141026715302602	1
4141171284964385	1
4141671823812759	1
4141720733544884	1
4141985889714590	1
4142159646913088	1
4142228970175567	1
4142494113365490	1
4142517374637687	1
4142759227473721	1
4142900571253321	1
4142904202792084	1
4142981864391449	1
4143125503220682	1
4144043832899442	1
4144432343174646	1
4145427638427873	1
4146784118452472	1
4147147899381158	1
4149269046381490	1
4149686400818699	1
4152969731219234	1
4153647912256418	1
4160558137746213	1
4161648153251699	1
4166481267000689	1
4174329010444925	1
4176613769856032	1
4176657448724642	1
4177012794753507	1
4182639177014451	1
4183033810721737	1
4183360647374308	1
4183361095817384	1
4183672972372584	1
4183735467211765	1
4184485518460703	1
4184493751554225	1
4188090072867618	1
4188485466699876	1
4188934621213604	1
4189484251114333	1
4192237690629957	1
4192608945358498	1
4193260307792497	1
4195372307586409	1
4198735481887113	1
4198919120700257	1
4199249849133327	1
4202305274433368	1
4206158107313547	1
4206956459426941	1
4211238172417732	1
4211401809283472	1
4211973367683668	1
4213024178709877	1
4214922353543684	1
4215223458405811	1
4215674077927466	1
4215948300944595	1
4219304947238894	1
4222465306009509	1
4227350612506552	1
4228487469979326	1
4232078364793371	1
4232296368662056	1
4232432004249574	1
4233535487856306	1
4233536057425029	1
4233557603518909	1
4233693301980579	1
4233809065155683	1
4233819214758067	1
4233901670921637	1
4234031866356812	1
4234084337297696	1
4234113432722500	1
4234828075240769	1
4236046944195516	1
4236359520351129	1
4236399772992691	1
4236803734925441	1
4237652099717653	1
4238257011450710	1
4238272744131445	1
4238518295156143	1
4238533978134323	1
4238537069155673	1
4238544677740605	1
4238549798397190	1
4238570149789792	1
4238570807649511	1
4238571101125237	1
4238573685683882	1
4238584406589268	1
4238596452560263	1
4238623958493631	1
4238729940243575	1
4239528111325701	1
4239631757373980	1
4239981722129365	1
4240099669011597	1
4240308055343966	1
4242237372633377	1
4242832250452774	1
4242971089846411	1
4243138191485632	1
4243154188826924	1
4243535643925369	1
4245419787770683	1
4245457678977464	1
4245475441429832	1
4245767831540633	1
4245796926445335	1
4246010437474668	1
4246111373966930	1
4246221754831612	1
4246765617846928	1
4246806746998640	1
4247499276948173	1
4247888894250328	1
4247978736780775	1
4248044424010439	1
4248056167783906	1
4248582141463255	1
4250187390085755	1
4250521050847399	1
4250524398504634	1
4250557680036312	1
4250865902155231	1
4252179994847835	1
4252602819100532	1
4252623458069014	1
4252775053740959	1
4252968180415871	1
4253106251913760	1
4253113018012025	1
4253429511863024	1
4253442614093183	1
4253687834052945	1
4253876939036717	1
4253883046418707	1
4253952767650937	1
4253994551346871	1
4254055150804185	1
4254058346941137	1
4254064311355225	1
4254078089319199	1
4254166328683066	1
4254193978205602	1
4254211824228291	1
4254368990143916	1
4254431609904113	1
4254494894664624	1
4254521335070698	1
4254761689545611	1
4254876139550871	1
4254909324487555	1
4254913108593943	1
4255060558773132	1
4255060801815354	1
4255129551531542	1
4255147003491009	1
4255154104972228	1
4255158471279600	1
4255159238659122	1
4255167149031826	1
4255168385604159	1
4255192365425035	1
4255205962671551	1
4255208747362086	1
4255209368653247	1
4255220152359844	1
4255231682296654	1
4255266490914251	1
4255528303021529	1
4255659240868788	1
4255874656635529	1
4255921011934071	1
4256035055844212	1
4256064846964035	1
4256130526024111	1
4256195248372557	1
4256198154812303	1
4256236977251721	1
4256251783909914	1
4256422168966565	1
4257240679171011	1
4257328565622393	1
4257345486280970	1
4257348069567753	1
4257356085023760	1
4258731615297921	1
4258741089607955	1
4258741501617803	1
4258743367283310	1
4258754595351971	1
4258755619247243	1
4258883797627768	1
4258919574259106	1
4258922657141526	1
4259053871660967	1
4259054027027116	1
4259196926708872	1
4259462640440671	1
4259559659258724	1
4259827661924402	1
4260179090525833	1
4260743060349568	1
4260894478838232	1
4260951848723219	1
4261016717499538	1
4261067015964075	1
4261088272621995	1
4261594076789368	1
4261608979550484	1
4261646970899142	1
4261654264966888	1
4261656244489893	1
4262674705273533	1
4262911612075136	1
4263510680284239	1
4263532629061824	1
4265417323400746	1
4265443243344422	1
4265783548962892	1
4265866126032285	1
4265980659795496	1
4266103842177305	1
4266378908784834	1
4266463257019299	1
4266783551244297	1
4266793452740463	1
4266862914738735	1
4266890815749199	1
4267120877620396	1
4267131065227747	1
4267771473285906	1
4267867803247316	1
4267889777736329	1
4267975089415175	1
4268594331733475	1
4268647457018225	1
4268888469821314	1
4268916480628859	1
4268932775344192	1
4268940479690423	1
4269030187294976	1
4269051418658859	1
4269057240548460	1
4269071270469438	1
4269569817906824	1
4269599526269004	1
4269605721729628	1
4269635333034833	1
4270022085948342	1
4270029225077449	1
4270038053341036	1
4270673704585310	1
4270775172678584	1
4270883537856992	1
4272227132547393	1
4272269427733769	1
4272986897344832	1
4273014499301432	1
4273043582741500	1
4273074310845536	1
4273384134909146	1
4274018192318449	1
4274105031838634	1
4274106692279377	1
4274456400896234	1
4275590662141394	1
4275817875349954	1
4275840327866209	1
4275912999107773	1
4275947333176806	1
4276120612340395	1
4276271825748479	1
4276280411289788	1
4276712206056258	1
4277648987254051	1
4278627253942310	1
4278655016895107	1
4278714483041417	1
4279009992874805	1
4281811293029335	1
4281992310976658	1
4282307101916712	1
4282788347350410	1
4283101541039435	1
4284555369961722	1
4284638296155291	1
4284647665624595	1
4284660928179896	1
4284661230204405	1
4284668193360930	1
4284674093929815	1
4284780907059988	1
4284794768232883	1
4284794852538144	1
4284806163908550	1
4284837525419798	1
4284840608124220	1
4284841606204104	1
4284844248798249	1
4284864771396549	1
4284868009878569	1
4284871721085769	1
4284873654737371	1
4284878641693092	1
4284878767509418	1
4284885307127755	1
4284886333846285	1
4284887021696224	1
4284921344058108	1
4284944635869790	1
4284953203907538	1
4284992001454900	1
4285044744355161	1
4285131428655336	1
4285179159684358	1
4286592556069124	1
4288311533145350	1
4289002938922483	1
4289050195775274	1
4293197951793262	1
4293261566778721	1
4297685454587809	1
4299359313141308	1
4303655639106859	1
4304170309551961	1
4306023411382911	1
4306053958830001	1
4309553489418259	1
4310928004879311	1
4311022297301420	1
4314227135300964	1
4317266122193870	1
4318250140146514	1
4318701119169142	1
4318706458294551	1
4318737240369130	1
4318960981311111	1
4319020578366481	1
4319086202713243	1
4319089452914430	1
4320388408719545	1
4321100164951913	1
4321438409952855	1
4321503879642440	1
4323086972501339	1
4323575542622631	1
4325507468807033	1
4325913351331774	1
4326294705002098	1
4328780758054410	1
4332412269600375	1
4336661544440918	1
4336719455261615	1
4337120909195771	1
4338282995186775	1
4340042312717259	1
4340799703421118	1
4340958156136072	1
4341075990049682	1
4343636260687395	1
4343875395017722	1
4345474129129617	1
4347635861103467	1
4347667050489874	1
4348352562708219	1
4348579143137582	1
4348745946871538	1
4348767581472317	1
4348789407983802	1
4349002746859051	1
4349039032614488	1
4349055847430629	1
4349092002232851	1
4349118849988438	1
4349125426007003	1
4349138742861791	1
4349173627814015	1
4349267651010566	1
4349321899496680	1
4349326437762133	1
4349376870389857	1
4349398522134727	1
4349406642174927	1
4349412367052929	1
4349416729117443	1
4349426643928808	1
4349427667682616	1
4349432554037475	1
4349443849142608	1
4349452355741797	1
4349473905910351	1
4349490821320236	1
4349491127264090	1
4349491643547950	1
4349510698015880	1
4349512095477873	1
4349512401701413	1
4349513186112215	1
4349523373828010	1
4349533405992263	1
4349672174518785	1
4349712939463164	1
4349723663410003	1
4349727543734134	1
4349741624139024	1
4349743566669578	1
4349743834138820	1
4349745600788812	1
4349774759086063	1
4349794728065718	1
4349821794498324	1
4349828299296326	1
4349842375509298	1
4349857902784377	1
4349961237756888	1
4350037671009963	1
4350041999128371	1
4350090242592898	1
4350091307681441	1
4350143996135102	1
4350208894610849	1
4350241303896823	1
4350252880390991	1
4350374360505002	1
4350415505641838	1
4350428357799800	1
4350429884688549	1
4350436452266752	1
4350449941391595	1
4350514155942103	1
4350532916867188	1
4350618174825985	1
4350725851137056	1
4350820038450305	1
4350960006065343	1
4350969838432661	1
4350974937639121	1
4351138800985636	1
4351273802928925	1
4351335514660915	1
4351521170548300	1
4351589076390862	1
4351926445369590	1
4352403933554429	1
4352985175824503	1
4353109184200288	1
4353515990655450	1
4356369987991572	1
4356708144830446	1
4357432610471909	1
4357437534959765	1
4358784761387544	1
4359832599234857	1
4360225466792187	1
4360930949528105	1
4361111782128876	1
4361119969909890	1
4361196020560336	1
4362096831531708	1
4362096902346173	1
4362100895522678	1
4362110031060240	1
4362124031468556	1
4363440187549714	1
4363831243476267	1
4363890047253162	1
4364720984869538	1
4365448797022232	1
4366236814852756	1
4367101181743882	1
4369609136220285	1
4370687924037516	1
4372034769043954	1
4372686757031815	1
4372688417803053	1
4373331132408528	1
4373574414712101	1
4374068914784792	1
4375628239377088	1
4375697332017978	1
4375798850905673	1
4376151688323014	1
4377596936891447	1
4377710765906298	1
4378670212697251	1
4379417847427886	1
4379588370696553	1
4379867829712622	1
4379951472166629	1
4380361314775180	1
4380524636217025	1
4380617502691169	1
4382628196676265	1
4382996750914084	1
4383456928928956	1
4383493205183888	1
4384348641487490	1
4384451926809160	1
4384493894429485	1
4384551252244760	1
4385245383880705	1
4386097344108118	1
4386099797069889	1
4386314092305333	1
4386495621989053	1
4386644222259976	1
4386649615823410	1
4386664183203085	1
4386695581562307	1
4386802704124694	1
4387410643304780	1
4387429857444768	1
4387495451894554	1
4387518864951103	1
4387551454090277	1
4387768777943371	1
4387923950304795	1
4387924755773633	1
4388479762800947	1
4388506983670045	1
4388571224089164	1
4388970282370733	1
4389015153236605	1
